seller_id,month,tenure_months,orders,gmv,returns,ads_spend,active
S100581,2026-03-01,6,81,1097.71,4,95.3,True
S100581,2026-04-01,7,79,2114.44,5,204.48,True
S100582,2024-07-01,0,99,4672.8,11,433.62,True
S100582,2024-08-01,1,84,3956.25,9,450.11,True
S100582,2024-09-01,2,32,2328.58,1,239.11,True
S100582,2024-10-01,3,64,4532.05,10,324.77,True
S100582,2024-11-01,4,83,6310.17,9,444.47,True
S100582,2024-12-01,5,82,3864.12,12,390.0,True
S100582,2025-01-01,6,68,4928.24,3,186.85,True
S100582,2025-02-01,7,55,3415.84,9,295.97,True
S100582,2025-03-01,8,92,4589.16,9,195.23,True
S100582,2025-04-01,9,105,9202.49,17,292.57,True
S100582,2025-05-01,10,55,3023.63,9,212.04,True
S100582,2025-06-01,11,261,17792.35,19,526.71,True
S100582,2025-07-01,12,94,5998.87,12,279.41,True
S100582,2025-08-01,13,50,4269.87,6,480.16,True
S100582,2025-09-01,14,71,3539.88,12,351.19,True
S100582,2025-10-01,15,62,3783.7,7,186.91,True
S100582,2025-11-01,16,7,317.26,0,34.42,True
S100582,2025-12-01,17,13,899.25,2,77.46,True
S100582,2026-01-01,18,69,5888.12,7,666.93,True
S100582,2026-02-01,19,33,3024.62,1,276.2,True
S100582,2026-03-01,20,61,5234.23,10,219.49,True
S100582,2026-04-01,21,45,2551.73,6,244.47,True
S100582,2026-05-01,22,70,4783.04,5,441.82,True
S100582,2026-06-01,23,38,1599.14,9,53.41,True
S100583,2025-05-01,0,9,67.54,1,4.35,True
S100583,2025-06-01,1,28,651.47,0,52.6,True
S100583,2025-07-01,2,20,347.49,1,12.14,True
S100583,2025-08-01,3,40,725.39,0,21.33,True
S100583,2025-09-01,4,60,1539.28,7,60.22,True
S100583,2025-10-01,5,19,342.2,1,7.08,True
S100583,2025-11-01,6,16,215.94,0,7.83,True
S100583,2025-12-01,7,58,1470.94,2,67.2,True
S100583,2026-01-01,8,37,819.41,3,18.43,True
S100583,2026-02-01,9,10,141.75,0,4.12,True
S100583,2026-03-01,10,47,1202.72,1,57.02,True
S100583,2026-04-01,11,56,1211.99,1,92.43,True
S100583,2026-05-01,12,24,580.01,1,23.49,True
S100583,2026-06-01,13,33,487.58,3,22.45,True
S100584,2026-05-01,0,117,4496.83,7,268.06,True
S100584,2026-06-01,1,83,2115.36,8,102.19,True
S100585,2025-11-01,0,55,1660.09,5,103.7,True
S100585,2025-12-01,1,69,2044.3,7,233.77,True
S100585,2026-01-01,2,62,2280.34,3,205.58,True
S100585,2026-02-01,3,50,1564.85,5,113.92,True
S100585,2026-03-01,4,60,1294.09,4,69.04,True
S100586,2024-10-01,0,14,254.26,0,11.64,True
S100586,2024-11-01,1,43,524.11,1,19.67,True
S100586,2024-12-01,2,18,293.73,0,17.06,True
S100586,2025-01-01,3,19,509.71,1,42.53,True
S100586,2025-02-01,4,47,1079.47,1,83.26,True
S100586,2025-03-01,5,30,644.99,0,16.72,True
S100586,2025-04-01,6,64,1227.46,8,76.77,True
S100586,2025-05-01,7,47,1107.29,2,92.29,True
S100586,2025-06-01,8,95,2378.5,7,84.68,True
S100586,2025-07-01,9,189,5128.64,9,448.38,True
S100587,2025-03-01,0,17,726.47,0,22.17,True
S100587,2025-04-01,1,27,1221.72,2,130.82,True
S100587,2025-05-01,2,31,1401.94,2,100.76,True
S100587,2025-06-01,3,41,1331.54,4,148.2,True
S100587,2025-07-01,4,9,258.49,0,7.62,True
S100587,2025-08-01,5,87,3821.01,8,131.35,True
S100587,2025-09-01,6,34,1015.12,1,99.33,True
S100587,2025-10-01,7,15,475.12,2,34.62,True
S100587,2025-11-01,8,36,963.55,5,67.33,True
S100587,2025-12-01,9,15,698.0,1,49.69,True
S100587,2026-01-01,10,31,1146.6,4,45.07,True
S100587,2026-02-01,11,6,342.55,3,29.84,True
S100587,2026-03-01,12,18,728.26,0,19.91,True
S100587,2026-04-01,13,37,1290.22,2,40.58,True
S100587,2026-05-01,14,44,1710.03,3,163.82,True
S100587,2026-06-01,15,13,573.9,1,66.4,True
S100588,2024-10-01,0,45,1610.48,3,87.72,True
S100588,2024-11-01,1,56,1607.51,2,36.21,True
S100588,2024-12-01,2,40,934.83,3,60.13,True
S100588,2025-01-01,3,35,828.26,5,72.43,True
S100588,2025-02-01,4,123,5097.32,9,305.29,True
S100588,2025-03-01,5,34,688.87,1,54.95,True
S100588,2025-04-01,6,98,1694.86,5,83.63,True
S100588,2025-05-01,7,88,3478.74,5,208.6,True
S100588,2025-06-01,8,70,2704.74,3,226.32,True
S100588,2025-07-01,9,36,813.99,2,48.3,True
S100588,2025-08-01,10,58,1704.65,1,85.62,True
S100588,2025-09-01,11,131,3680.62,10,296.73,True
S100588,2025-10-01,12,87,3072.13,3,85.96,True
S100588,2025-11-01,13,87,1885.92,7,77.64,True
S100588,2025-12-01,14,21,603.99,0,42.05,True
S100588,2026-01-01,15,55,1039.65,4,90.39,True
S100588,2026-02-01,16,44,1678.86,4,108.91,True
S100588,2026-03-01,17,6,173.56,1,7.17,True
S100588,2026-04-01,18,53,2155.19,5,173.02,True
S100588,2026-05-01,19,104,3146.13,9,210.98,True
S100588,2026-06-01,20,31,820.21,2,58.16,True
S100589,2024-02-01,0,16,303.52,0,20.11,True
S100589,2024-03-01,1,32,313.84,3,7.3,True
S100589,2024-04-01,2,24,344.25,3,26.07,True
S100589,2024-05-01,3,25,306.58,1,23.04,True
S100589,2024-06-01,4,23,191.53,2,10.56,True
S100589,2024-07-01,5,35,485.88,3,39.39,True
S100589,2024-08-01,6,6,88.74,0,5.95,True
S100589,2024-09-01,7,22,261.8,1,6.1,True
S100589,2024-10-01,8,15,277.18,2,12.2,True
S100589,2024-11-01,9,27,299.16,1,14.45,True
S100589,2024-12-01,10,33,699.06,2,28.13,True
S100590,2026-05-01,0,33,434.95,1,20.58,True
S100590,2026-06-01,1,37,495.22,1,15.97,True
S100591,2025-06-01,0,41,2099.41,5,78.75,True
S100591,2025-07-01,1,33,1055.98,2,21.15,True
S100591,2025-08-01,2,53,2275.98,3,63.51,True
S100591,2025-09-01,3,47,1103.16,1,78.28,True
S100591,2025-10-01,4,61,2319.27,4,130.24,True
S100591,2025-11-01,5,34,860.5,4,48.16,True
S100592,2025-02-01,0,12,335.46,1,11.37,True
S100592,2025-03-01,1,16,447.38,1,40.04,True
S100592,2025-04-01,2,29,718.89,1,22.17,True
S100592,2025-05-01,3,24,501.27,1,44.78,True
S100592,2025-06-01,4,34,1046.98,0,85.32,True
S100592,2025-07-01,5,21,560.4,1,16.67,True
S100592,2025-08-01,6,22,502.82,2,26.02,True
S100593,2025-10-01,0,103,1561.18,3,154.8,True
S100593,2025-11-01,1,102,1001.44,2,87.96,True
S100593,2025-12-01,2,211,3777.28,7,107.03,True
S100593,2026-01-01,3,165,2546.16,2,170.87,True
S100593,2026-02-01,4,224,2780.47,8,165.82,True
S100593,2026-03-01,5,94,1060.75,4,105.56,True
S100593,2026-04-01,6,281,4362.46,11,317.97,True
S100593,2026-05-01,7,197,2970.86,4,268.53,True
S100593,2026-06-01,8,257,5534.27,9,609.0,True
S100594,2024-01-01,0,23,562.65,4,22.49,True
S100594,2024-02-01,1,27,1140.11,8,50.96,True
S100594,2024-03-01,2,18,400.48,5,28.11,True
S100594,2024-04-01,3,27,609.46,4,36.83,True
S100594,2024-05-01,4,64,1322.02,12,102.1,True
S100595,2025-01-01,0,15,845.73,3,39.17,True
S100595,2025-02-01,1,16,961.12,5,71.69,True
S100595,2025-03-01,2,12,684.86,0,59.04,True
S100595,2025-04-01,3,11,686.27,1,23.76,True
S100595,2025-05-01,4,13,1039.84,2,41.46,True
S100595,2025-06-01,5,23,1313.7,2,55.45,True
S100595,2025-07-01,6,19,1019.51,4,54.94,True
S100595,2025-08-01,7,24,1960.18,3,125.14,True
S100596,2026-01-01,0,33,761.54,1,65.35,True
S100596,2026-02-01,1,52,1424.02,4,117.53,True
S100596,2026-03-01,2,50,1149.2,1,43.6,True
S100596,2026-04-01,3,24,406.5,1,13.39,True
S100596,2026-05-01,4,54,1162.69,6,102.03,True
S100596,2026-06-01,5,21,618.05,0,24.74,True
S100597,2025-11-01,0,19,677.12,1,35.64,True
S100597,2025-12-01,1,46,683.34,6,46.37,True
S100597,2026-01-01,2,37,967.92,3,21.92,True
S100597,2026-02-01,3,28,500.57,2,18.25,True
S100597,2026-03-01,4,60,1317.16,4,92.61,True
S100597,2026-04-01,5,44,869.48,2,56.92,True
S100597,2026-05-01,6,30,381.19,2,8.23,True
S100597,2026-06-01,7,35,705.98,1,43.16,True
S100598,2026-06-01,0,42,3463.5,5,179.25,True
S100599,2025-11-01,0,130,5024.91,23,176.35,True
S100599,2025-12-01,1,42,1057.41,8,43.41,True
S100599,2026-01-01,2,145,4956.89,19,480.01,True
S100599,2026-02-01,3,97,2674.56,16,244.12,True
S100599,2026-03-01,4,80,3201.41,17,180.63,True
S100600,2025-07-01,0,22,1516.51,1,87.47,True
S100600,2025-08-01,1,15,980.61,2,79.44,True
S100600,2025-09-01,2,15,724.41,2,53.07,True
S100600,2025-10-01,3,5,316.77,0,20.86,True
S100600,2025-11-01,4,3,176.31,0,4.4,True
S100600,2025-12-01,5,18,1384.34,1,34.83,True
S100600,2026-01-01,6,14,861.03,4,67.52,True
S100600,2026-02-01,7,21,664.45,3,57.48,True
S100600,2026-03-01,8,17,730.71,0,30.45,True
S100600,2026-04-01,9,9,509.76,2,17.23,True
S100600,2026-05-01,10,52,3286.95,5,147.22,True
S100601,2026-02-01,0,32,885.66,4,36.14,True
S100601,2026-03-01,1,37,806.57,6,60.92,True
S100601,2026-04-01,2,21,399.37,4,12.57,True
S100601,2026-05-01,3,21,916.19,6,59.79,True
S100601,2026-06-01,4,32,722.3,4,38.07,True
S100602,2026-05-01,0,20,362.82,2,22.02,True
S100602,2026-06-01,1,27,976.37,1,39.11,True
S100603,2026-01-01,0,18,592.42,2,27.58,True
S100603,2026-02-01,1,35,1557.67,0,73.23,True
S100603,2026-03-01,2,36,734.04,5,62.49,True
S100603,2026-04-01,3,60,2253.41,5,127.81,True
S100603,2026-05-01,4,42,1167.85,2,76.84,True
S100603,2026-06-01,5,41,1665.02,6,98.52,True
S100604,2026-06-01,0,23,351.7,1,21.03,True
S100605,2026-02-01,0,90,2086.13,6,239.99,True
S100605,2026-03-01,1,79,1613.46,6,184.96,True
S100605,2026-04-01,2,76,1551.78,4,55.49,True
S100605,2026-05-01,3,150,1582.27,5,156.47,True
S100605,2026-06-01,4,149,4809.22,11,253.79,True
S100606,2026-04-01,0,33,927.86,6,59.01,True
S100606,2026-05-01,1,46,1707.73,12,92.66,True
S100606,2026-06-01,2,36,837.49,8,61.87,True
S100607,2024-07-01,0,11,135.77,0,8.85,True
S100607,2024-08-01,1,22,367.11,0,24.12,True
S100607,2024-09-01,2,7,109.71,0,5.25,True
S100607,2024-10-01,3,21,311.82,0,26.75,True
S100607,2024-11-01,4,17,365.59,0,28.11,True
S100607,2024-12-01,5,19,299.29,0,22.37,True
S100607,2025-01-01,6,24,309.17,1,11.28,True
S100607,2025-02-01,7,21,318.87,1,11.3,True
S100607,2025-03-01,8,28,476.21,1,26.88,True
S100607,2025-04-01,9,30,486.96,2,35.42,True
S100607,2025-05-01,10,39,428.56,2,22.45,True
S100607,2025-06-01,11,37,766.85,1,39.13,True
S100607,2025-07-01,12,8,111.47,0,3.15,True
S100607,2025-08-01,13,41,679.62,1,31.16,True
S100607,2025-09-01,14,62,934.34,1,72.65,True
S100607,2025-10-01,15,21,180.15,1,3.87,True
S100607,2025-11-01,16,46,824.33,1,68.46,True
S100607,2025-12-01,17,10,146.11,1,11.77,True
S100607,2026-01-01,18,33,344.66,2,9.99,True
S100607,2026-02-01,19,8,63.16,0,4.09,True
S100607,2026-03-01,20,53,1054.15,2,48.79,True
S100607,2026-04-01,21,19,239.89,1,10.36,True
S100607,2026-05-01,22,12,175.62,0,14.36,True
S100607,2026-06-01,23,30,547.25,2,30.49,True
S100608,2026-01-01,0,45,779.88,2,34.74,True
S100608,2026-02-01,1,26,372.08,0,23.32,True
S100608,2026-03-01,2,67,1140.35,3,78.56,True
S100608,2026-04-01,3,41,244.0,2,14.84,True
S100608,2026-05-01,4,26,166.91,1,14.83,True
S100609,2025-06-01,0,35,1583.42,3,112.46,True
S100609,2025-07-01,1,11,452.62,0,20.61,True
S100609,2025-08-01,2,27,1016.14,6,34.84,True
S100609,2025-09-01,3,33,805.2,3,61.25,True
S100609,2025-10-01,4,46,1909.44,2,54.03,True
S100610,2025-09-01,0,8,73.25,1,5.43,True
S100610,2025-10-01,1,10,198.22,0,9.14,True
S100610,2025-11-01,2,4,59.85,0,4.12,True
S100610,2025-12-01,3,33,456.67,3,20.2,True
S100610,2026-01-01,4,6,78.6,0,6.68,True
S100610,2026-02-01,5,12,111.1,0,7.97,True
S100610,2026-03-01,6,8,122.46,0,8.28,True
S100610,2026-04-01,7,32,356.93,0,26.12,True
S100610,2026-05-01,8,6,82.67,1,6.21,True
S100610,2026-06-01,9,18,283.7,1,15.24,True
S100611,2025-11-01,0,11,265.58,4,13.92,True
S100611,2025-12-01,1,19,299.08,0,13.78,True
S100611,2026-01-01,2,28,862.3,1,39.78,True
S100611,2026-02-01,3,24,574.55,0,29.08,True
S100611,2026-03-01,4,13,171.72,0,10.17,True
S100611,2026-04-01,5,5,103.03,1,3.47,True
S100611,2026-05-01,6,6,213.08,0,6.48,True
S100612,2026-06-01,0,33,421.0,0,26.71,True
S100613,2026-06-01,0,82,2926.91,10,184.37,True
S100614,2025-02-01,0,27,610.55,3,41.07,True
S100614,2025-03-01,1,24,546.0,3,29.42,True
S100614,2025-04-01,2,40,1063.82,1,36.73,True
S100614,2025-05-01,3,43,910.26,2,39.39,True
S100614,2025-06-01,4,17,319.33,2,14.62,True
S100614,2025-07-01,5,118,3080.15,11,75.82,True
S100615,2026-01-01,0,10,275.11,2,22.23,True
S100615,2026-02-01,1,26,1041.85,8,51.65,True
S100615,2026-03-01,2,21,533.72,1,40.51,True
S100615,2026-04-01,3,15,238.16,3,12.79,True
S100615,2026-05-01,4,22,494.99,5,14.11,True
S100615,2026-06-01,5,41,1342.21,11,27.95,True
S100616,2026-02-01,0,11,309.77,0,11.84,True
S100616,2026-03-01,1,50,1452.74,4,39.31,True
S100616,2026-04-01,2,56,2089.93,0,150.0,True
S100616,2026-05-01,3,37,682.37,1,28.23,True
S100616,2026-06-01,4,62,769.72,4,68.96,True
S100617,2025-04-01,0,9,122.04,0,6.14,True
S100617,2025-05-01,1,29,401.31,1,25.38,True
S100617,2025-06-01,2,8,130.21,0,4.28,True
S100617,2025-07-01,3,19,293.03,2,6.17,True
S100618,2024-08-01,0,32,889.93,2,47.16,True
S100618,2024-09-01,1,46,1731.8,3,49.49,True
S100618,2024-10-01,2,50,786.23,5,40.27,True
S100618,2024-11-01,3,56,2473.37,3,77.95,True
S100618,2024-12-01,4,65,1513.0,7,87.1,True
S100618,2025-01-01,5,19,490.85,2,32.43,True
S100618,2025-02-01,6,35,1313.53,1,69.08,True
S100618,2025-03-01,7,40,1319.66,2,45.95,True
S100618,2025-04-01,8,88,3571.66,6,75.97,True
S100618,2025-05-01,9,64,2009.09,7,170.07,True
S100618,2025-06-01,10,36,820.11,2,23.51,True
S100618,2025-07-01,11,114,4156.5,14,241.42,True
S100618,2025-08-01,12,99,4299.61,11,193.29,True
S100618,2025-09-01,13,44,2230.33,5,119.3,True
S100618,2025-10-01,14,43,928.14,0,48.04,True
S100618,2025-11-01,15,20,613.58,2,54.44,True
S100618,2025-12-01,16,19,307.56,1,7.66,True
S100618,2026-01-01,17,13,398.07,2,33.84,True
S100618,2026-02-01,18,44,1806.91,3,38.03,True
S100618,2026-03-01,19,71,2935.34,4,69.63,True
S100618,2026-04-01,20,91,3663.45,5,118.85,True
S100618,2026-05-01,21,40,1632.75,7,70.24,True
S100618,2026-06-01,22,27,684.84,3,27.64,True
S100619,2024-03-01,0,25,539.74,2,11.31,True
S100619,2024-04-01,1,11,190.66,0,13.35,True
S100619,2024-05-01,2,30,574.01,2,43.25,True
S100619,2024-06-01,3,24,686.2,2,19.0,True
S100619,2024-07-01,4,24,453.05,3,39.68,True
S100619,2024-08-01,5,29,945.84,3,19.62,True
S100619,2024-09-01,6,46,1311.29,3,40.3,True
S100619,2024-10-01,7,13,375.02,1,8.66,True
S100619,2024-11-01,8,8,176.68,0,9.92,True
S100619,2024-12-01,9,16,401.28,1,30.89,True
S100619,2025-01-01,10,15,312.6,1,9.08,True
S100619,2025-02-01,11,30,708.35,3,35.15,True
S100619,2025-03-01,12,24,386.77,0,9.33,True
S100619,2025-04-01,13,38,630.03,5,56.55,True
S100619,2025-05-01,14,52,1512.54,2,82.53,True
S100619,2025-06-01,15,12,281.92,0,17.98,True
S100619,2025-07-01,16,42,997.58,4,56.93,True
S100619,2025-08-01,17,43,994.18,4,55.43,True
S100619,2025-09-01,18,36,550.07,8,41.79,True
S100619,2025-10-01,19,31,815.38,2,59.4,True
S100619,2025-11-01,20,47,632.47,3,39.62,True
S100619,2025-12-01,21,40,504.51,3,35.72,True
S100619,2026-01-01,22,34,747.5,1,47.59,True
S100619,2026-02-01,23,52,1688.56,3,69.69,True
S100619,2026-03-01,24,22,530.89,1,26.33,True
S100619,2026-04-01,25,31,363.36,1,21.97,True
S100619,2026-05-01,26,21,331.99,1,12.72,True
S100619,2026-06-01,27,22,499.13,3,23.34,True
S100620,2026-02-01,0,21,826.91,0,74.16,True
S100620,2026-03-01,1,40,1546.33,3,116.66,True
S100620,2026-04-01,2,27,871.45,2,71.29,True
S100620,2026-05-01,3,12,474.21,0,11.28,True
S100620,2026-06-01,4,18,816.41,2,32.19,True
S100621,2025-08-01,0,22,260.51,0,20.45,True
S100621,2025-09-01,1,9,130.3,0,9.12,True
S100621,2025-10-01,2,23,401.19,0,15.17,True
S100621,2025-11-01,3,20,90.51,0,5.45,True
S100621,2025-12-01,4,51,777.74,0,38.56,True
S100621,2026-01-01,5,46,783.16,3,43.56,True
S100621,2026-02-01,6,26,479.43,0,35.41,True
S100621,2026-03-01,7,43,653.37,3,52.7,True
S100621,2026-04-01,8,12,159.84,1,9.53,True
S100621,2026-05-01,9,52,807.2,0,65.31,True
S100621,2026-06-01,10,27,366.97,0,26.41,True
S100622,2026-06-01,0,15,243.64,1,20.07,True
S100623,2025-07-01,0,17,304.65,2,13.32,True
S100623,2025-08-01,1,28,795.09,0,42.88,True
S100623,2025-09-01,2,64,1448.66,5,109.03,True
S100623,2025-10-01,3,27,413.66,3,12.42,True
S100623,2025-11-01,4,27,440.1,3,34.71,True
S100623,2025-12-01,5,18,363.91,1,9.32,True
S100623,2026-01-01,6,59,1770.97,1,112.03,True
S100623,2026-02-01,7,42,599.35,4,49.8,True
S100623,2026-03-01,8,16,305.91,2,10.11,True
S100623,2026-04-01,9,44,920.67,1,66.03,True
S100623,2026-05-01,10,25,718.52,0,35.87,True
S100623,2026-06-01,11,67,1555.93,3,37.78,True
S100624,2026-06-01,0,25,510.45,5,17.18,True
S100625,2025-05-01,0,12,357.44,1,26.84,True
S100625,2025-06-01,1,34,919.51,2,65.2,True
S100625,2025-07-01,2,27,779.24,1,35.64,True
S100625,2025-08-01,3,5,73.6,0,4.89,True
S100625,2025-09-01,4,30,466.05,2,13.85,True
S100625,2025-10-01,5,51,1211.27,2,93.11,True
S100625,2025-11-01,6,89,2077.66,6,109.85,True
S100625,2025-12-01,7,33,693.04,0,35.12,True
S100625,2026-01-01,8,37,722.85,2,37.79,True
S100625,2026-02-01,9,23,628.74,1,36.71,True
S100625,2026-03-01,10,51,1098.86,4,56.62,True
S100625,2026-04-01,11,39,740.14,5,16.81,True
S100625,2026-05-01,12,67,1739.69,3,43.68,True
S100626,2026-02-01,0,16,873.87,2,28.01,True
S100626,2026-03-01,1,25,1345.75,2,60.32,True
S100626,2026-04-01,2,31,1825.84,7,72.62,True
S100627,2024-06-01,0,18,463.71,2,30.47,True
S100627,2024-07-01,1,11,256.22,0,12.97,True
S100628,2025-09-01,0,25,621.13,3,54.79,True
S100628,2025-10-01,1,26,320.23,7,30.65,True
S100628,2025-11-01,2,47,1441.17,8,94.95,True
S100628,2025-12-01,3,26,799.26,5,76.69,True
S100628,2026-01-01,4,75,1957.22,18,184.31,True
S100628,2026-02-01,5,129,4226.26,31,144.4,True
S100628,2026-03-01,6,60,1709.78,9,160.73,True
S100628,2026-04-01,7,22,440.2,6,34.19,True
S100629,2026-03-01,0,28,867.03,4,32.44,True
S100629,2026-04-01,1,69,1503.43,17,167.78,True
S100629,2026-05-01,2,32,693.27,5,65.38,True
S100629,2026-06-01,3,27,898.97,5,104.88,True
S100630,2026-05-01,0,20,259.91,1,14.83,True
S100630,2026-06-01,1,23,429.13,2,34.49,True
S100631,2026-03-01,0,41,884.48,10,62.03,True
S100631,2026-04-01,1,30,1042.43,4,44.43,True
S100631,2026-05-01,2,28,694.0,3,39.31,True
S100631,2026-06-01,3,15,382.52,3,25.51,True
S100632,2024-03-01,0,10,154.65,0,13.17,True
S100632,2024-04-01,1,23,527.76,2,19.76,True
S100632,2024-05-01,2,26,397.13,2,17.91,True
S100632,2024-06-01,3,7,176.05,1,7.66,True
S100632,2024-07-01,4,18,350.56,1,26.75,True
S100632,2024-08-01,5,16,577.69,1,33.81,True
S100632,2024-09-01,6,12,247.38,0,12.92,True
S100632,2024-10-01,7,11,319.19,1,24.17,True
S100632,2024-11-01,8,32,795.19,3,20.36,True
S100632,2024-12-01,9,13,352.05,2,25.16,True
S100632,2025-01-01,10,22,384.53,2,16.63,True
S100632,2025-02-01,11,9,150.61,1,5.87,True
S100632,2025-03-01,12,7,146.37,1,4.05,True
S100632,2025-04-01,13,15,338.83,0,17.8,True
S100633,2025-04-01,0,57,1207.52,13,82.09,True
S100633,2025-05-01,1,163,5066.0,30,591.36,True
S100633,2025-06-01,2,100,3921.52,17,377.78,True
S100633,2025-07-01,3,149,2167.14,22,237.57,True
S100633,2025-08-01,4,50,1062.93,11,108.18,True
S100633,2025-09-01,5,81,2189.95,18,62.03,True
S100633,2025-10-01,6,53,1708.49,9,175.59,True
S100633,2025-11-01,7,73,1934.24,20,149.61,True
S100634,2024-04-01,0,34,570.6,0,36.74,True
S100634,2024-05-01,1,10,148.06,0,9.52,True
S100634,2024-06-01,2,23,257.92,3,6.06,True
S100634,2024-07-01,3,11,118.47,0,6.34,True
S100634,2024-08-01,4,36,476.23,0,14.71,True
S100634,2024-09-01,5,25,279.72,0,20.25,True
S100635,2024-07-01,0,96,5153.5,10,380.54,True
S100635,2024-08-01,1,24,1338.93,1,45.68,True
S100635,2024-09-01,2,42,4387.24,4,345.47,True
S100636,2025-12-01,0,13,492.16,1,12.44,True
S100636,2026-01-01,1,53,2005.1,1,112.11,True
S100636,2026-02-01,2,15,311.55,1,13.52,True
S100637,2026-01-01,0,30,364.59,0,32.31,True
S100637,2026-02-01,1,33,500.98,1,21.67,True
S100637,2026-03-01,2,29,496.58,2,39.83,True
S100637,2026-04-01,3,28,431.08,0,15.56,True
S100637,2026-05-01,4,38,502.47,1,23.37,True
S100637,2026-06-01,5,51,815.69,1,55.97,True
S100638,2026-02-01,0,2,76.42,0,3.88,True
S100638,2026-03-01,1,13,616.2,3,21.11,True
S100638,2026-04-01,2,17,408.25,2,13.89,True
S100638,2026-05-01,3,2,89.67,0,2.05,True
S100638,2026-06-01,4,10,300.44,0,9.38,True
S100639,2026-04-01,0,52,3780.43,4,131.07,True
S100639,2026-05-01,1,29,1908.73,3,141.27,True
S100639,2026-06-01,2,16,897.08,3,36.01,True
S100640,2026-01-01,0,85,1344.38,5,69.46,True
S100640,2026-02-01,1,54,1035.4,1,32.57,True
S100640,2026-03-01,2,93,1366.55,5,143.02,True
S100640,2026-04-01,3,110,2750.22,3,244.71,True
S100640,2026-05-01,4,32,639.01,2,46.54,True
S100640,2026-06-01,5,30,743.4,3,51.67,True
S100641,2026-03-01,0,39,2661.14,3,99.04,True
S100641,2026-04-01,1,19,1052.84,0,82.42,True
S100641,2026-05-01,2,13,983.18,3,58.53,True
S100641,2026-06-01,3,16,1044.69,3,33.1,True
S100642,2024-04-01,0,11,532.56,0,10.74,True
S100642,2024-05-01,1,21,676.21,1,40.59,True
S100642,2024-06-01,2,14,375.59,1,12.22,True
S100642,2024-07-01,3,18,539.04,0,40.81,True
S100642,2024-08-01,4,40,1930.96,2,53.49,True
S100642,2024-09-01,5,41,1756.63,4,138.67,True
S100642,2024-10-01,6,26,1440.89,3,46.35,True
S100642,2024-11-01,7,43,1920.89,4,141.87,True
S100642,2024-12-01,8,55,2208.69,6,62.48,True
S100642,2025-01-01,9,82,2354.81,9,62.9,True
S100642,2025-02-01,10,27,852.91,4,53.38,True
S100642,2025-03-01,11,29,580.71,4,37.83,True
S100642,2025-04-01,12,13,510.84,3,35.02,True
S100642,2025-05-01,13,42,1530.34,3,77.54,True
S100642,2025-06-01,14,17,794.1,0,62.64,True
S100642,2025-07-01,15,37,989.78,3,21.45,True
S100642,2025-08-01,16,36,1561.44,6,93.28,True
S100642,2025-09-01,17,35,1104.71,1,61.18,True
S100642,2025-10-01,18,36,988.41,3,78.65,True
S100642,2025-11-01,19,32,1166.35,2,93.79,True
S100642,2025-12-01,20,17,605.18,2,26.74,True
S100642,2026-01-01,21,59,926.56,4,28.14,True
S100642,2026-02-01,22,39,1927.76,4,173.05,True
S100643,2024-12-01,0,25,473.99,2,23.08,True
S100643,2025-01-01,1,11,205.19,0,12.7,True
S100643,2025-02-01,2,18,391.13,1,34.95,True
S100643,2025-03-01,3,21,387.45,1,9.86,True
S100643,2025-04-01,4,33,962.58,4,73.51,True
S100643,2025-05-01,5,23,778.82,1,43.33,True
S100643,2025-06-01,6,25,445.28,1,15.14,True
S100643,2025-07-01,7,58,1136.06,3,41.66,True
S100643,2025-08-01,8,7,140.52,1,10.37,True
S100643,2025-09-01,9,45,896.37,2,44.55,True
S100643,2025-10-01,10,17,311.12,0,11.99,True
S100643,2025-11-01,11,26,828.66,1,37.31,True
S100644,2025-11-01,0,13,404.19,1,33.12,True
S100644,2025-12-01,1,16,544.43,1,48.61,True
S100644,2026-01-01,2,44,1895.12,1,106.47,True
S100644,2026-02-01,3,4,105.74,0,5.08,True
S100644,2026-03-01,4,18,632.61,0,25.63,True
S100644,2026-04-01,5,46,1563.08,7,134.73,True
S100644,2026-05-01,6,11,426.57,2,19.77,True
S100644,2026-06-01,7,33,1002.82,2,52.36,True
S100645,2026-04-01,0,65,868.06,2,17.48,True
S100645,2026-05-01,1,39,432.03,0,34.84,True
S100645,2026-06-01,2,27,437.88,1,16.95,True
S100646,2024-01-01,0,51,1429.27,10,115.79,True
S100646,2024-02-01,1,38,576.39,9,43.4,True
S100646,2024-03-01,2,28,780.32,3,20.87,True
S100646,2024-04-01,3,34,850.17,5,53.63,True
S100647,2025-08-01,0,33,450.75,7,17.61,True
S100647,2025-09-01,1,25,491.96,3,21.45,True
S100647,2025-10-01,2,13,376.85,2,19.96,True
S100647,2025-11-01,3,39,1068.47,8,37.6,True
S100647,2025-12-01,4,37,503.87,5,15.34,True
S100647,2026-01-01,5,80,2937.33,13,242.77,True
S100647,2026-02-01,6,89,3425.0,11,273.99,True
S100647,2026-03-01,7,42,1238.87,8,69.57,True
S100647,2026-04-01,8,77,2404.5,17,198.8,True
S100647,2026-05-01,9,65,1961.49,13,174.31,True
S100648,2025-12-01,0,39,673.91,0,36.36,True
S100648,2026-01-01,1,45,573.1,2,25.68,True
S100648,2026-02-01,2,43,629.89,2,35.85,True
S100648,2026-03-01,3,54,452.44,0,26.91,True
S100648,2026-04-01,4,50,762.62,2,63.17,True
S100648,2026-05-01,5,86,1337.35,1,89.64,True
